measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Global,Both,All ages,Other pharynx cancer,Rate,2004,1.11754957,1.170952026,1.060963692
Deaths,Global,Both,All ages,Uterine cancer,Rate,2005,1.121051615,1.185597477,0.982315831
Deaths,Global,Both,All ages,Multiple myeloma,Rate,1999,1.12111694,1.216268542,1.002272938
Deaths,Global,Both,All ages,Other pharynx cancer,Rate,2003,1.123052414,1.17693197,1.070018182
Deaths,Global,Both,All ages,Uterine cancer,Rate,2008,1.129901191,1.193783837,0.983843407
Deaths,Global,Both,All ages,Uterine cancer,Rate,2009,1.132704341,1.197097116,0.983130643
Deaths,Global,Both,All ages,Multiple myeloma,Rate,2000,1.134614734,1.228267631,1.015103402
Deaths,Global,Both,All ages,Uterine cancer,Rate,2014,1.137138042,1.23349761,1.037554974
Deaths,Global,Both,All ages,Uterine cancer,Rate,2010,1.138801837,1.203116466,0.991069148
Deaths,Global,Both,All ages,Uterine cancer,Rate,2013,1.140704338,1.216127603,1.027705102
Deaths,Global,Both,All ages,Uterine cancer,Rate,2011,1.142032438,1.212294287,1.007978762
Deaths,Global,Both,All ages,Uterine cancer,Rate,2012,1.142598394,1.212789941,1.017991085
Deaths,Global,Both,All ages,Other pharynx cancer,Rate,2005,1.146114949,1.200844954,1.090457971
Deaths,Global,Both,All ages,Multiple myeloma,Rate,2001,1.14621643,1.240196799,1.026693077
Deaths,Global,Both,All ages,Uterine cancer,Rate,2015,1.150199975,1.272289223,1.051130469
Deaths,Global,Both,All ages,Uterine cancer,Rate,2017,1.155394876,1.280150622,1.05509901
Deaths,Global,Both,All ages,Uterine cancer,Rate,2016,1.155689055,1.270320968,1.05941162
Deaths,Global,Both,All ages,Multiple myeloma,Rate,2002,1.160700665,1.254672502,1.04050849
Deaths,Global,Both,All ages,Other pharynx cancer,Rate,2006,1.165202107,1.219021747,1.115056639
Deaths,Global,Both,All ages,Uterine cancer,Rate,2018,1.168415204,1.296358238,1.070162547
Deaths,Global,Both,All ages,Multiple myeloma,Rate,2003,1.170833829,1.2665772,1.048647375
Deaths,Global,Both,All ages,Multiple myeloma,Rate,2004,1.175705389,1.258447591,1.056075988
Deaths,Global,Both,All ages,Uterine cancer,Rate,2019,1.184376492,1.31182598,1.064808735
Deaths,Global,Both,All ages,Multiple myeloma,Rate,2005,1.186616082,1.283071972,1.061977556
Deaths,Global,Both,All ages,Other pharynx cancer,Rate,2007,1.19267371,1.246608733,1.138544974
Deaths,Global,Both,All ages,Multiple myeloma,Rate,2006,1.19476908,1.281693379,1.063343188
Deaths,Global,Both,All ages,Multiple myeloma,Rate,2007,1.207835986,1.295917237,1.067342054
Deaths,Global,Both,All ages,Multiple myeloma,Rate,2008,1.224757074,1.314082921,1.0808496
Deaths,Global,Both,All ages,Other pharynx cancer,Rate,2008,1.226263558,1.285296746,1.16939616
Deaths,Global,Both,All ages,Other pharynx cancer,Rate,2009,1.227307459,1.281252024,1.168197825
Deaths,Global,Both,All ages,Multiple myeloma,Rate,2009,1.239354958,1.327888204,1.098455624
Deaths,Global,Both,All ages,Other pharynx cancer,Rate,2010,1.251736792,1.312242635,1.191914698
Deaths,Global,Both,All ages,Multiple myeloma,Rate,2010,1.260638666,1.347306662,1.109751848
Deaths,Global,Both,All ages,Other pharynx cancer,Rate,2011,1.27438845,1.336666919,1.211375688
Deaths,Global,Both,All ages,Multiple myeloma,Rate,2011,1.278211161,1.364641341,1.12073381
Deaths,Global,Both,All ages,Other pharynx cancer,Rate,2012,1.284391647,1.348673082,1.224905725
Deaths,Global,Both,All ages,Multiple myeloma,Rate,2012,1.297505217,1.386076088,1.141712859
Deaths,Global,Both,All ages,Other pharynx cancer,Rate,2013,1.308703808,1.371609535,1.249423822
Deaths,Global,Both,All ages,Multiple myeloma,Rate,2013,1.316801225,1.404102175,1.161839712
Deaths,Global,Both,All ages,Other pharynx cancer,Rate,2014,1.326878073,1.396718037,1.263085774
Deaths,Global,Both,All ages,Multiple myeloma,Rate,2014,1.33773693,1.427361362,1.173967224
Deaths,Global,Both,All ages,Kidney cancer,Rate,1990,1.347700167,1.395808176,1.287443114
Deaths,Global,Both,All ages,Multiple myeloma,Rate,2015,1.36414329,1.461194989,1.199052508
Deaths,Global,Both,All ages,Kidney cancer,Rate,1991,1.369544027,1.415523803,1.310436909
Deaths,Global,Both,All ages,Other pharynx cancer,Rate,2015,1.372434724,1.446911506,1.302950161
Deaths,Global,Both,All ages,Multiple myeloma,Rate,2016,1.386488468,1.477289055,1.216482908
Deaths,Global,Both,All ages,Kidney cancer,Rate,1992,1.397466052,1.445217109,1.343279125
Deaths,Global,Both,All ages,Other pharynx cancer,Rate,2016,1.403285562,1.49647879,1.318792095
Deaths,Global,Both,All ages,Multiple myeloma,Rate,2017,1.407940833,1.50881734,1.236129864
Deaths,Global,Both,All ages,Other pharynx cancer,Rate,2017,1.421207092,1.532126751,1.314874232
Deaths,Global,Both,All ages,Multiple myeloma,Rate,2018,1.436031029,1.540785728,1.257976632
Deaths,Global,Both,All ages,Kidney cancer,Rate,1993,1.438377925,1.485165184,1.388120766
Deaths,Global,Both,All ages,Other pharynx cancer,Rate,2018,1.44858337,1.586255374,1.327639355
Deaths,Global,Both,All ages,Kidney cancer,Rate,1994,1.46555623,1.511504776,1.41267902
Deaths,Global,Both,All ages,Multiple myeloma,Rate,2019,1.466557348,1.57331943,1.286305776
Deaths,Global,Both,All ages,Other pharynx cancer,Rate,2019,1.476022505,1.628949232,1.333170777
Deaths,Global,Both,All ages,Kidney cancer,Rate,1995,1.47944827,1.527466759,1.425207668
Deaths,Global,Both,All ages,Larynx cancer,Rate,2007,1.484930461,1.539269079,1.430109511
Deaths,Global,Both,All ages,Kidney cancer,Rate,1996,1.485926861,1.529314602,1.431650018
Deaths,Global,Both,All ages,Larynx cancer,Rate,2006,1.4862093,1.543316458,1.433192209
Deaths,Global,Both,All ages,Larynx cancer,Rate,2009,1.493605033,1.553039875,1.432504374
Deaths,Global,Both,All ages,Kidney cancer,Rate,1997,1.497537929,1.539471032,1.442148028
Deaths,Global,Both,All ages,Larynx cancer,Rate,2004,1.497805993,1.552007106,1.438042161
Deaths,Global,Both,All ages,Larynx cancer,Rate,2008,1.498637995,1.560549222,1.443762756
Deaths,Global,Both,All ages,Larynx cancer,Rate,2005,1.500354729,1.560782768,1.44153367
Deaths,Global,Both,All ages,Larynx cancer,Rate,2010,1.504537792,1.563397974,1.442169912
Deaths,Global,Both,All ages,Larynx cancer,Rate,2011,1.506326874,1.575361063,1.439721578
Deaths,Global,Both,All ages,Larynx cancer,Rate,2012,1.51569077,1.580864661,1.455403532
Deaths,Global,Both,All ages,Larynx cancer,Rate,2014,1.516949411,1.583094598,1.449517798
Deaths,Global,Both,All ages,Larynx cancer,Rate,2013,1.517384045,1.584621339,1.450563198
Deaths,Global,Both,All ages,Kidney cancer,Rate,1998,1.518182213,1.558500551,1.461886324
Deaths,Global,Both,All ages,Larynx cancer,Rate,2003,1.528323443,1.585228994,1.470091326
Deaths,Global,Both,All ages,Larynx cancer,Rate,2015,1.537669225,1.601752434,1.465800333
Deaths,Global,Both,All ages,Larynx cancer,Rate,2002,1.542714357,1.597208904,1.482443595
Deaths,Global,Both,All ages,Kidney cancer,Rate,1999,1.547495905,1.588800649,1.491055203
Deaths,Global,Both,All ages,Larynx cancer,Rate,2001,1.550043164,1.603542965,1.491804981
Deaths,Global,Both,All ages,Larynx cancer,Rate,2016,1.552792632,1.63044415,1.473110483
Deaths,Global,Both,All ages,Larynx cancer,Rate,2017,1.559300472,1.647665995,1.470620855
Deaths,Global,Both,All ages,Larynx cancer,Rate,2000,1.565565099,1.619719159,1.504529549
Deaths,Global,Both,All ages,Larynx cancer,Rate,2018,1.574930785,1.684940136,1.469916705
Deaths,Global,Both,All ages,Kidney cancer,Rate,2000,1.576189733,1.61739323,1.516357714
Deaths,Global,Both,All ages,Larynx cancer,Rate,1999,1.576514987,1.630258908,1.511903978
Deaths,Global,Both,All ages,Larynx cancer,Rate,1998,1.594098263,1.657493609,1.530408855
Deaths,Global,Both,All ages,Larynx cancer,Rate,2019,1.594263701,1.716304231,1.485517583
Deaths,Global,Both,All ages,Kidney cancer,Rate,2001,1.599824905,1.64197742,1.538989136
Deaths,Global,Both,All ages,Larynx cancer,Rate,1997,1.616335503,1.67571156,1.553344478
Deaths,Global,Both,All ages,Larynx cancer,Rate,1996,1.62750385,1.691214353,1.562271706
Deaths,Global,Both,All ages,Larynx cancer,Rate,1990,1.634786022,1.711280931,1.554841342
Deaths,Global,Both,All ages,Larynx cancer,Rate,1991,1.637148099,1.717895516,1.557581079
Deaths,Global,Both,All ages,Kidney cancer,Rate,2002,1.63728411,1.680265455,1.573200109
Deaths,Global,Both,All ages,Larynx cancer,Rate,1992,1.640003691,1.720087498,1.566034069
Deaths,Global,Both,All ages,Larynx cancer,Rate,1995,1.647183549,1.711258408,1.583625054
Deaths,Global,Both,All ages,Larynx cancer,Rate,1993,1.661290481,1.733722519,1.59074595
Deaths,Global,Both,All ages,Larynx cancer,Rate,1994,1.666440414,1.736296206,1.595769656
Deaths,Global,Both,All ages,Kidney cancer,Rate,2003,1.675803511,1.724239136,1.610585092
Deaths,Global,Both,All ages,Kidney cancer,Rate,2004,1.705731439,1.750527727,1.635761934
Deaths,Global,Both,All ages,Kidney cancer,Rate,2005,1.747112871,1.796974356,1.675695907
Deaths,Global,Both,All ages,Kidney cancer,Rate,2006,1.76214549,1.81161939,1.684297344
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,1991,1.772166442,1.99831219,1.591975081
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,1990,1.773042329,2.004549515,1.59143171
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,1996,1.773962689,1.993330437,1.585095547
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,1992,1.774740457,1.998648025,1.591293554
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,1995,1.776239446,2.000838854,1.586048427
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,1997,1.781893337,1.982546184,1.598402728
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,1994,1.783195701,1.993484018,1.594910549
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,1993,1.783678423,2.020220402,1.59083522
Deaths,Global,Both,All ages,Kidney cancer,Rate,2007,1.787894597,1.836797793,1.710214876
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,1998,1.794213057,1.988826893,1.611881789
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,1990,1.806173422,1.926224287,1.693361865
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,1999,1.817713332,1.992904696,1.632935112
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,1991,1.819224364,1.934234026,1.715163217
Deaths,Global,Both,All ages,Ovarian cancer,Rate,1990,1.819926553,2.051661989,1.676738185
Deaths,Global,Both,All ages,Kidney cancer,Rate,2008,1.825877347,1.881644396,1.744523258
Deaths,Global,Both,All ages,Ovarian cancer,Rate,1991,1.828758206,2.047458398,1.694860304
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,1992,1.837284164,1.944846617,1.730491108
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,2000,1.840365201,2.000935641,1.656267267
Deaths,Global,Both,All ages,Ovarian cancer,Rate,1992,1.842133733,2.063538379,1.716141774
Deaths,Global,Both,All ages,Kidney cancer,Rate,2009,1.851924427,1.907162612,1.762819178
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,2001,1.858991284,2.009208975,1.660978535
Deaths,Global,Both,All ages,Ovarian cancer,Rate,1993,1.859080437,2.077916964,1.739474306
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,1993,1.875264378,1.985028882,1.765027049
Deaths,Global,Both,All ages,Ovarian cancer,Rate,1994,1.875839912,2.080908053,1.752312637
Deaths,Global,Both,All ages,Kidney cancer,Rate,2010,1.888883041,1.946086759,1.795427832
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,2002,1.894428632,2.028505253,1.68597768
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,1994,1.905137593,2.007120643,1.806222011
Deaths,Global,Both,All ages,Kidney cancer,Rate,2011,1.909702145,1.971536728,1.809972355
Deaths,Global,Both,All ages,Ovarian cancer,Rate,1995,1.91035148,2.106476399,1.794567129
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,1995,1.915999376,2.010504193,1.818203196
Deaths,Global,Both,All ages,Ovarian cancer,Rate,1996,1.918747582,2.115048158,1.807914036
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,1996,1.928505457,2.017670801,1.832486648
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,2003,1.931576573,2.053300764,1.7106635
Deaths,Global,Both,All ages,Ovarian cancer,Rate,1997,1.932208026,2.127727782,1.814479684
Deaths,Global,Both,All ages,Kidney cancer,Rate,2012,1.935473743,1.999897007,1.837795561
Deaths,Global,Both,All ages,Ovarian cancer,Rate,1998,1.944707991,2.140169212,1.825348962
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,2004,1.950351525,2.069129425,1.716692354
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,1997,1.954559653,2.046167082,1.859548763
Deaths,Global,Both,All ages,Kidney cancer,Rate,2013,1.955967232,2.025877551,1.84965409
Deaths,Global,Both,All ages,Ovarian cancer,Rate,1999,1.960476092,2.145774482,1.837432287
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,1998,1.964855163,2.053892339,1.870741905
Deaths,Global,Both,All ages,Kidney cancer,Rate,2014,1.976583244,2.04784346,1.864407936
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,1999,1.978239697,2.063069531,1.884313138
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,2005,1.983189273,2.105408502,1.733447272
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,2006,1.991574433,2.112643309,1.730640096
Deaths,Global,Both,All ages,Ovarian cancer,Rate,2000,1.992084745,2.172264014,1.86930172
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,2000,1.998745922,2.084610784,1.907025413
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,2007,2.008365054,2.125427105,1.728530946
Deaths,Global,Both,All ages,Ovarian cancer,Rate,2001,2.01426492,2.199068169,1.890224994
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,2001,2.014472419,2.1000718,1.925232182
Deaths,Global,Both,All ages,Kidney cancer,Rate,2015,2.014662613,2.088811602,1.904161245
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,2008,2.021991014,2.146332207,1.746834964
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,2009,2.026352138,2.145170343,1.728657017
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,2002,2.03561523,2.120306877,1.944513332
Deaths,Global,Both,All ages,Kidney cancer,Rate,2016,2.038125224,2.123809504,1.924320246
Deaths,Global,Both,All ages,Ovarian cancer,Rate,2002,2.040990375,2.218063745,1.915032967
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,2010,2.043338478,2.168254764,1.731315482
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,2004,2.052940155,2.136754796,1.963313323
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,2003,2.054405138,2.144031786,1.96248329
Deaths,Global,Both,All ages,Ovarian cancer,Rate,2003,2.057568575,2.241573954,1.929346012
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,2011,2.058492213,2.18328033,1.74479063
Deaths,Global,Both,All ages,Kidney cancer,Rate,2017,2.059856782,2.156915481,1.944415874
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,2012,2.069410468,2.200339061,1.748982124
Deaths,Global,Both,All ages,Ovarian cancer,Rate,2004,2.076862536,2.254407007,1.95016633
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,2013,2.079940193,2.211388722,1.756737817
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,2014,2.087411332,2.22453882,1.776482738
Deaths,Global,Both,All ages,Ovarian cancer,Rate,2005,2.09089943,2.257567536,1.958642452
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,2005,2.097199248,2.177899055,2.009817805
Deaths,Global,Both,All ages,Kidney cancer,Rate,2018,2.104154742,2.224764515,1.975048262
Deaths,Global,Both,All ages,Ovarian cancer,Rate,2006,2.108685135,2.288135115,1.973226491
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,2015,2.109150026,2.251534517,1.786153718
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,2006,2.114283078,2.199049986,2.033926431
Deaths,Global,Both,All ages,Ovarian cancer,Rate,2007,2.132368283,2.302608101,1.992933082
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,2016,2.134714436,2.294277716,1.818619046
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,2007,2.146964506,2.235903303,2.066486215
Deaths,Global,Both,All ages,Kidney cancer,Rate,2019,2.151061518,2.278550962,2.009200561
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,2017,2.157440443,2.32603879,1.815012124
Deaths,Global,Both,All ages,Ovarian cancer,Rate,2008,2.161837358,2.340841425,2.012074357
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,2008,2.188252184,2.285119861,2.092679084
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,2018,2.191775947,2.382667352,1.838542843
Deaths,Global,Both,All ages,Ovarian cancer,Rate,2009,2.19209166,2.364471738,2.040500086
Deaths,Global,Both,All ages,Ovarian cancer,Rate,2010,2.196207716,2.35557172,2.028935054
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,2009,2.213909262,2.301542671,2.115972279
Deaths,Global,Both,All ages,Ovarian cancer,Rate,2011,2.221489905,2.396218938,2.047293023
Deaths,Global,Both,All ages,Gallbladder and biliary tract cancer,Rate,2019,2.228646734,2.437688575,1.872691554
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,2010,2.251047757,2.346839589,2.154504764
Deaths,Global,Both,All ages,Ovarian cancer,Rate,2012,2.258384398,2.430871424,2.082353128
Deaths,Global,Both,All ages,Bladder cancer,Rate,1990,2.271083939,2.377094635,2.144946384
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,2011,2.283942906,2.394529994,2.182056442
Deaths,Global,Both,All ages,Bladder cancer,Rate,1991,2.28543789,2.385713452,2.162634264
Deaths,Global,Both,All ages,Ovarian cancer,Rate,2013,2.295626758,2.469488934,2.108091405
Deaths,Global,Both,All ages,Bladder cancer,Rate,1992,2.303218435,2.404569683,2.178928384
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,2012,2.321842136,2.425268134,2.219069649
Deaths,Global,Both,All ages,Bladder cancer,Rate,1993,2.336345325,2.426578337,2.217579798
Deaths,Global,Both,All ages,Ovarian cancer,Rate,2014,2.343484768,2.523178928,2.139049969
Deaths,Global,Both,All ages,Bladder cancer,Rate,1994,2.355516626,2.441734496,2.238501065
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,1990,2.356742845,2.466914957,2.238722932
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,2013,2.357088752,2.474045214,2.237625402
Deaths,Global,Both,All ages,Ovarian cancer,Rate,2015,2.362442754,2.554706644,2.153254069
Deaths,Global,Both,All ages,Bladder cancer,Rate,1995,2.366683778,2.455875922,2.245331833
Deaths,Global,Both,All ages,Bladder cancer,Rate,1996,2.36858493,2.457015372,2.256183599
Deaths,Global,Both,All ages,Bladder cancer,Rate,1997,2.370208385,2.454739843,2.257612786
Deaths,Global,Both,All ages,Bladder cancer,Rate,1998,2.37861398,2.467780369,2.25666033
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,2014,2.381666539,2.505208904,2.251988842
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,1991,2.392536358,2.500345661,2.271025047
Deaths,Global,Both,All ages,Bladder cancer,Rate,1999,2.39916181,2.481056929,2.28065425
Deaths,Global,Both,All ages,Ovarian cancer,Rate,2016,2.402448828,2.598852319,2.169469969
Deaths,Global,Both,All ages,Bladder cancer,Rate,2000,2.409888361,2.496189284,2.292626527
Deaths,Global,Both,All ages,Bladder cancer,Rate,2001,2.417732053,2.508965919,2.297371085
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,2015,2.427497419,2.565052784,2.287912374
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,1992,2.433032053,2.539455999,2.324023356
Deaths,Global,Both,All ages,Bladder cancer,Rate,2002,2.439489715,2.526535746,2.30875281
Deaths,Global,Both,All ages,Ovarian cancer,Rate,2017,2.453512761,2.677070946,2.190587355
Deaths,Global,Both,All ages,Bladder cancer,Rate,2003,2.458751833,2.555036234,2.331386252
Deaths,Global,Both,All ages,Bladder cancer,Rate,2004,2.466539285,2.562468553,2.333230581
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,2016,2.467580264,2.635589512,2.310469722
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,2017,2.4876519,2.664144482,2.304831412
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,1993,2.49198538,2.595635393,2.378814311
Deaths,Global,Both,All ages,Bladder cancer,Rate,2005,2.493381264,2.585996906,2.356742714
Deaths,Global,Both,All ages,Bladder cancer,Rate,2006,2.494417312,2.586839383,2.349354847
Deaths,Global,Both,All ages,Ovarian cancer,Rate,2018,2.511929226,2.751355482,2.233922279
Deaths,Global,Both,All ages,Bladder cancer,Rate,2007,2.513436901,2.606386724,2.363799198
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,2018,2.532345109,2.748249123,2.331353497
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,1994,2.538129811,2.6383439,2.422619673
Deaths,Global,Both,All ages,Bladder cancer,Rate,2008,2.54477398,2.643441742,2.39005316
Deaths,Global,Both,All ages,Ovarian cancer,Rate,2019,2.564304784,2.813125863,2.266339991
Deaths,Global,Both,All ages,Bladder cancer,Rate,2009,2.566264215,2.66079559,2.39879268
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,1995,2.576470508,2.674978392,2.457000491
Deaths,Global,Both,All ages,Lip and oral cavity cancer,Rate,2019,2.577039921,2.818217186,2.347687426
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,1996,2.597867622,2.695339717,2.485216649
Deaths,Global,Both,All ages,Bladder cancer,Rate,2010,2.604639507,2.704870889,2.443487194
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,1990,2.610024036,3.407406802,2.241277067
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,1991,2.618276771,3.446961822,2.244870483
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,1997,2.619616723,2.715471838,2.508776011
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,1992,2.628465129,3.368915169,2.261181161
Deaths,Global,Both,All ages,Bladder cancer,Rate,2011,2.629976518,2.734952419,2.455740866
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,1998,2.640580715,2.734553883,2.525918841
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,1993,2.650091483,3.360180319,2.271559206
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,2001,2.654782927,2.752003766,2.540168159
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,2002,2.655693012,2.754546396,2.539184678
Deaths,Global,Both,All ages,Bladder cancer,Rate,2012,2.658438335,2.761477624,2.491936661
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,1999,2.662287469,2.756230015,2.55086068
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,2000,2.664361382,2.761943515,2.552039128
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,2003,2.670492517,2.765278287,2.554430915
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,2004,2.670804212,2.767546871,2.546205834
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,1994,2.671839388,3.352274211,2.291020175
Deaths,Global,Both,All ages,Bladder cancer,Rate,2013,2.682036972,2.791578885,2.496453701
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,1995,2.687997534,3.317969324,2.301540105
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,1996,2.705159339,3.247279176,2.318509199
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,2005,2.706301932,2.806616665,2.572395954
Deaths,Global,Both,All ages,Bladder cancer,Rate,2014,2.714769163,2.826956244,2.528622836
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,1997,2.727179909,3.213210646,2.298124239
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,2006,2.727633243,2.826736444,2.59926187
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,1998,2.748683611,3.158017486,2.289973123
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,2007,2.765101871,2.868629593,2.636859576
Deaths,Global,Both,All ages,Bladder cancer,Rate,2015,2.76822902,2.880605284,2.57417461
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,1999,2.776930799,3.19275102,2.317473196
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,2000,2.807544011,3.168072136,2.326874956
Deaths,Global,Both,All ages,Bladder cancer,Rate,2016,2.807694114,2.940972841,2.604386666
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,2001,2.81658207,3.171556817,2.324474829
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,2008,2.822629892,2.931137876,2.685815363
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,2002,2.828136063,3.15810351,2.321720282
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,2003,2.828203473,3.140990479,2.31692404
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,2004,2.839412713,3.129817349,2.316682008
Deaths,Global,Both,All ages,Bladder cancer,Rate,2017,2.841796527,2.978448036,2.635535686
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,2005,2.859452449,3.157817625,2.317542624
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,2006,2.865434007,3.122159257,2.297068264
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,2009,2.868739212,2.97663937,2.724976211
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,2007,2.880940215,3.141595165,2.288171276
Deaths,Global,Both,All ages,Bladder cancer,Rate,2018,2.896378723,3.068825513,2.663895857
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,2008,2.912667226,3.176143335,2.293823718
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,2010,2.921623703,3.032648772,2.772198745
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,2009,2.936073401,3.182592614,2.323452826
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,2010,2.954982541,3.199326101,2.313291662
Deaths,Global,Both,All ages,Bladder cancer,Rate,2019,2.956194463,3.143058324,2.723672972
Deaths,Global,Both,All ages,Brain and central nervous system cancer,Rate,2011,2.969956506,3.213779257,2.330398467
Deaths,Global,Both,All ages,Non-Hodgkin lymphoma,Rate,2011,2.97005405,3.092971244,2.804162886
